id,description
1022-4314,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4314"
1022-4317,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4317"
1022-4329,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4329"
1022-4336,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4336"
1022-4341,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4341"
1022-4351,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4351"
1022-4352,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4352"
1022-4358,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4358"
1022-4359,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4359"
1022-4360,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4360"
1022-4370,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4370"
1022-4390,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4390"
1022-4400,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4400"
1022-4401,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4401"
1022-4402,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4402"
1022-4407,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4407"
1022-4409,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4409"
1022-4414,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4414"
1022-4415,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4415"
1022-4417,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4417"
1022-4426,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4426"
1022-4428,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4428"
1022-4433,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4433"
1022-4435,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4435"
1022-4440,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4440"
1022-4441,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4441"
1022-4445,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4445"
1022-4446,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4446"
1022-4447,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4447"
1022-4455,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4455"
1022-4459,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4459"
1022-4469,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4469"
1022-4472,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4472"
1022-4473,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4473"
1022-4475,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4475"
1022-4476,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4476"
1022-4484,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4484"
1022-4493,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4493"
1022-4495,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4495"
1022-4496,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4496"
1022-4499,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4499"
1022-4524,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4524"
1022-4526,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4526"
1022-4527,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4527"
1022-4532,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4532"
1022-4534,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4534"
1022-4535,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4535"
1022-4541,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4541"
1022-4550,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4550"
1022-4551,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4551"
1022-4554,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4554"
1022-4559,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4559"
1022-4561,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4561"
1022-4589,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4589"
1022-4592,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4592"
1022-4609,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4609"
1022-4610,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4610"
1022-4623,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4623"
1022-4630,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4630"
1022-4634,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4634"
1022-4636,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4636"
1022-4640,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4640"
1022-4641,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4641"
1022-4642,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4642"
1022-4643,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4643"
1022-4644,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4644"
1022-4645,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4645"
1022-4646,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4646"
1022-4647,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4647"
1022-4648,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4648"
1022-4649,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4649"
1022-4650,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4650"
1022-4651,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4651"
1022-4652,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4652"
1022-4653,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4653"
1022-4654,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4654"
1022-4655,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4655"
1022-4656,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4656"
1022-4657,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4657"
1022-4658,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4658"
1022-4659,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4659"
1022-4660,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4660"
1022-4661,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4661"
1022-4662,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4662"
1022-4663,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4663"
1022-4664,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4664"
1022-4665,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4665"
1022-4709,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4709"
1022-4714,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4714"
1022-4715,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4715"
1022-4717,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4717"
1022-4719,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4719"
1022-4730,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4730"
1022-4738,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4738"
1022-4744,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4744"
1022-4752,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4753"
1022-4754,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4754"
1022-4758,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4758"
1022-4761,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4761"
1022-4767,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4767"
1022-4777,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4777"
1022-4780,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4780"
1022-4781,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4781"
1022-4782,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4782"
1022-4784,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4784"
1022-4787,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4787"
1022-4789,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4789"
1022-4792,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4792"
1022-4794,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4794"
1022-4802,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4802"
1022-4803,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4803"
1022-4808,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4808"
1022-4810,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4810"
1022-4811,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4811"
1022-4815,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4815"
1022-4831,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4831"
1022-4841,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4841"
1022-4847,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4847"
1022-4851,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4851"
1022-4857,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4857"
1022-4862,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4862"
1022-4865,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4865"
1022-4866,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4866"
1022-4868,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4868"
1022-4870,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4870"
1022-4871,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4871"
1022-4874,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4874"
1022-4876,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4876"
1022-4877,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4877"
1022-4881,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4881"
1022-4888,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4888"
1022-4895,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4895"
1022-4923,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4923"
1022-4924,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4924"
1022-4928,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4928"
1022-4930,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4930"
1022-4937,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4937"
1022-4938,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4938"
1022-4949,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4949"
1022-4950,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4950"
1022-4951,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4951"
1022-4952,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4952"
1022-4963,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4963"
1022-4964,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4964"
1022-4987,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4987"
1022-4995,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4995"
1022-BLANC,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris BLANC"
1022-ECRU,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris ECRU"
1022-NOIR,"Fil à coudre DMC 100% polyester, bobine 120m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris NOIR"
1004-4026,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4026"
1004-4031,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4031"
1004-4226,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4226"
1004-4227,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4227"
1004-4329,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4329"
1004-4336,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4336"
1004-4390,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4390"
1004-4400,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4400"
1004-4401,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4401"
1004-4409,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4409"
1004-4414,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4414"
1004-4441,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4441"
1004-4446,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4446"
1004-4499,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4499"
1004-4526,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4526"
1004-4532,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4532"
1004-4559,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4559"
1004-4589,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4589"
1004-4636,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4636"
1004-4640,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4640"
1004-4641,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4641"
1004-4642,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4642"
1004-4643,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4643"
1004-4645,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4645"
1004-4648,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4648"
1004-4651,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4651"
1004-4657,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4657"
1004-4709,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4709"
1004-4715,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4715"
1004-4717,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4717"
1004-4794,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4794"
1004-4802,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4802"
1004-4831,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4831"
1004-4847,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4847"
1004-4865,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4865"
1004-4877,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4877"
1004-4928,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4928"
1004-4950,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris 4950"
1004-BLANC,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris BLANC"
1004-ECRU,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris ECRU"
1004-NOIR,"Fil à coudre DMC 100% polyester, bobine 500m, grosseur métrique 72/2 (n°70) - Couture main et machine, tous textiles, coloris NOIR"
1006-4031,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4031"
1006-4033,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4033"
1006-4088,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4088"
1006-4100,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4100"
1006-4227,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4227"
1006-4234,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4234"
