ref,date_premiere_apparition,source
120400,2020-01-01,baseline_lancement
120401,2020-01-01,baseline_lancement
120402,2020-01-01,baseline_lancement
120403,2020-01-01,baseline_lancement
120404,2020-01-01,baseline_lancement
120405,2020-01-01,baseline_lancement
120406,2020-01-01,baseline_lancement
120408,2020-01-01,baseline_lancement
120409,2020-01-01,baseline_lancement
120410,2020-01-01,baseline_lancement
120411,2020-01-01,baseline_lancement
120412,2020-01-01,baseline_lancement
120415,2020-01-01,baseline_lancement
120417,2020-01-01,baseline_lancement
120418,2020-01-01,baseline_lancement
120419,2020-01-01,baseline_lancement
120420,2020-01-01,baseline_lancement
120424,2020-01-01,baseline_lancement
120425,2020-01-01,baseline_lancement
120426,2020-01-01,baseline_lancement
120427,2020-01-01,baseline_lancement
120428,2020-01-01,baseline_lancement
120429,2020-01-01,baseline_lancement
120430,2020-01-01,baseline_lancement
120431,2020-01-01,baseline_lancement
120432,2020-01-01,baseline_lancement
120433,2020-01-01,baseline_lancement
120434,2020-01-01,baseline_lancement
120435,2020-01-01,baseline_lancement
120436,2020-01-01,baseline_lancement
120437,2020-01-01,baseline_lancement
120440,2020-01-01,baseline_lancement
120441,2020-01-01,baseline_lancement
120443,2020-01-01,baseline_lancement
120444,2020-01-01,baseline_lancement
120446,2020-01-01,baseline_lancement
120447,2020-01-01,baseline_lancement
120448,2020-01-01,baseline_lancement
120449,2020-01-01,baseline_lancement
120451,2020-01-01,baseline_lancement
120452,2020-01-01,baseline_lancement
120453,2020-01-01,baseline_lancement
120454,2020-01-01,baseline_lancement
120455,2020-01-01,baseline_lancement
120456,2020-01-01,baseline_lancement
120457,2020-01-01,baseline_lancement
120458,2020-01-01,baseline_lancement
120459,2020-01-01,baseline_lancement
120460,2020-01-01,baseline_lancement
120461,2020-01-01,baseline_lancement
120462,2020-01-01,baseline_lancement
120463,2020-01-01,baseline_lancement
120464,2020-01-01,baseline_lancement
120466,2020-01-01,baseline_lancement
120467,2020-01-01,baseline_lancement
120468,2020-01-01,baseline_lancement
120469,2020-01-01,baseline_lancement
120470,2020-01-01,baseline_lancement
120471,2020-01-01,baseline_lancement
120473,2020-01-01,baseline_lancement
120474,2020-01-01,baseline_lancement
120475,2020-01-01,baseline_lancement
120476,2020-01-01,baseline_lancement
120477,2020-01-01,baseline_lancement
120478,2020-01-01,baseline_lancement
120479,2020-01-01,baseline_lancement
120480,2020-01-01,baseline_lancement
120481,2020-01-01,baseline_lancement
120482,2020-01-01,baseline_lancement
120483,2020-01-01,baseline_lancement
120485,2020-01-01,baseline_lancement
120486,2020-01-01,baseline_lancement
120488,2020-01-01,baseline_lancement
120489,2020-01-01,baseline_lancement
120491,2020-01-01,baseline_lancement
120492,2020-01-01,baseline_lancement
120493,2020-01-01,baseline_lancement
120494,2020-01-01,baseline_lancement
120495,2020-01-01,baseline_lancement
120496,2020-01-01,baseline_lancement
120497,2020-01-01,baseline_lancement
120498,2020-01-01,baseline_lancement
120499,2020-01-01,baseline_lancement
120500,2020-01-01,baseline_lancement
120501,2026-08-18,git_reconstruit
120502,2020-01-01,baseline_lancement
120503,2020-01-01,baseline_lancement
120506,2020-01-01,baseline_lancement
120507,2020-01-01,baseline_lancement
120510,2020-01-01,baseline_lancement
120511,2020-01-01,baseline_lancement
120512,2026-08-18,git_reconstruit
120515,2020-01-01,baseline_lancement
120516,2020-01-01,baseline_lancement
120517,2020-01-01,baseline_lancement
120518,2020-01-01,baseline_lancement
120519,2020-01-01,baseline_lancement
120520,2020-01-01,baseline_lancement
120523,2020-01-01,baseline_lancement
120526,2020-01-01,baseline_lancement
120527,2020-01-01,baseline_lancement
120528,2020-01-01,baseline_lancement
120529,2020-01-01,baseline_lancement
120530,2020-01-01,baseline_lancement
120531,2020-01-01,baseline_lancement
120532,2020-01-01,baseline_lancement
120534,2020-01-01,baseline_lancement
120535,2020-01-01,baseline_lancement
120536,2020-01-01,baseline_lancement
120538,2020-01-01,baseline_lancement
120540,2020-01-01,baseline_lancement
120541,2020-01-01,baseline_lancement
120542,2020-01-01,baseline_lancement
120543,2020-01-01,baseline_lancement
120545,2020-01-01,baseline_lancement
120546,2020-01-01,baseline_lancement
120547,2020-01-01,baseline_lancement
120548,2020-01-01,baseline_lancement
120549,2020-01-01,baseline_lancement
120550,2020-01-01,baseline_lancement
120551,2020-01-01,baseline_lancement
120552,2020-01-01,baseline_lancement
120553,2020-01-01,baseline_lancement
120554,2020-01-01,baseline_lancement
120555,2020-01-01,baseline_lancement
120556,2020-01-01,baseline_lancement
120557,2020-01-01,baseline_lancement
120558,2020-01-01,baseline_lancement
120559,2020-01-01,baseline_lancement
120560,2020-01-01,baseline_lancement
120561,2020-01-01,baseline_lancement
120562,2020-01-01,baseline_lancement
120563,2020-01-01,baseline_lancement
120565,2020-01-01,baseline_lancement
120566,2020-01-01,baseline_lancement
120567,2020-01-01,baseline_lancement
120568,2020-01-01,baseline_lancement
120570,2020-01-01,baseline_lancement
120571,2020-01-01,baseline_lancement
120572,2020-01-01,baseline_lancement
120573,2020-01-01,baseline_lancement
120575,2020-01-01,baseline_lancement
120576,2020-01-01,baseline_lancement
120578,2020-01-01,baseline_lancement
120579,2020-01-01,baseline_lancement
120580,2020-01-01,baseline_lancement
120581,2020-01-01,baseline_lancement
120582,2020-01-01,baseline_lancement
120584,2020-01-01,baseline_lancement
120585,2020-01-01,baseline_lancement
120586,2020-01-01,baseline_lancement
120588,2020-01-01,baseline_lancement
120590,2020-01-01,baseline_lancement
120593,2020-01-01,baseline_lancement
120594,2020-01-01,baseline_lancement
120595,2020-01-01,baseline_lancement
120596,2020-01-01,baseline_lancement
120597,2020-01-01,baseline_lancement
120598,2026-08-18,git_reconstruit
120599,2020-01-01,baseline_lancement
120601,2020-01-01,baseline_lancement
120602,2020-01-01,baseline_lancement
120603,2020-01-01,baseline_lancement
120605,2020-01-01,baseline_lancement
120606,2020-01-01,baseline_lancement
120607,2020-01-01,baseline_lancement
120608,2020-01-01,baseline_lancement
120609,2020-01-01,baseline_lancement
120610,2020-01-01,baseline_lancement
120611,2020-01-01,baseline_lancement
120612,2020-01-01,baseline_lancement
120615,2020-01-01,baseline_lancement
120616,2026-08-18,git_reconstruit
120618,2020-01-01,baseline_lancement
120619,2020-01-01,baseline_lancement
120622,2020-01-01,baseline_lancement
120623,2020-01-01,baseline_lancement
120624,2020-01-01,baseline_lancement
120625,2020-01-01,baseline_lancement
120626,2020-01-01,baseline_lancement
120628,2020-01-01,baseline_lancement
120629,2020-01-01,baseline_lancement
120630,2020-01-01,baseline_lancement
120631,2020-01-01,baseline_lancement
120632,2020-01-01,baseline_lancement
120637,2020-01-01,baseline_lancement
120638,2020-01-01,baseline_lancement
120639,2020-01-01,baseline_lancement
120640,2020-01-01,baseline_lancement
120641,2020-01-01,baseline_lancement
120642,2020-01-01,baseline_lancement
120644,2020-01-01,baseline_lancement
120646,2020-01-01,baseline_lancement
120647,2020-01-01,baseline_lancement
120648,2020-01-01,baseline_lancement
120649,2020-01-01,baseline_lancement
120650,2020-01-01,baseline_lancement
120651,2020-01-01,baseline_lancement
120652,2020-01-01,baseline_lancement
120655,2020-01-01,baseline_lancement
120656,2020-01-01,baseline_lancement
120657,2020-01-01,baseline_lancement
120658,2020-01-01,baseline_lancement
120659,2020-01-01,baseline_lancement
120660,2020-01-01,baseline_lancement
120661,2020-01-01,baseline_lancement
120662,2020-01-01,baseline_lancement
120663,2020-01-01,baseline_lancement
120664,2020-01-01,baseline_lancement
120666,2020-01-01,baseline_lancement
120667,2020-01-01,baseline_lancement
120668,2020-01-01,baseline_lancement
120669,2020-01-01,baseline_lancement
120670,2020-01-01,baseline_lancement
120671,2020-01-01,baseline_lancement
120672,2020-01-01,baseline_lancement
120673,2020-01-01,baseline_lancement
120674,2020-01-01,baseline_lancement
120675,2020-01-01,baseline_lancement
120676,2020-01-01,baseline_lancement
120677,2020-01-01,baseline_lancement
120678,2020-01-01,baseline_lancement
120679,2020-01-01,baseline_lancement
120680,2020-01-01,baseline_lancement
120683,2020-01-01,baseline_lancement
120684,2020-01-01,baseline_lancement
120685,2020-01-01,baseline_lancement
120687,2020-01-01,baseline_lancement
120688,2020-01-01,baseline_lancement
120689,2020-01-01,baseline_lancement
120690,2020-01-01,baseline_lancement
120691,2020-01-01,baseline_lancement
120693,2020-01-01,baseline_lancement
120695,2020-01-01,baseline_lancement
120696,2020-01-01,baseline_lancement
120697,2020-01-01,baseline_lancement
120698,2020-01-01,baseline_lancement
120701,2020-01-01,baseline_lancement
120704,2020-01-01,baseline_lancement
120706,2020-01-01,baseline_lancement
120707,2020-01-01,baseline_lancement
120708,2020-01-01,baseline_lancement
120709,2020-01-01,baseline_lancement
120714,2020-01-01,baseline_lancement
120715,2020-01-01,baseline_lancement
120717,2020-01-01,baseline_lancement
120718,2020-01-01,baseline_lancement
120719,2020-01-01,baseline_lancement
120720,2020-01-01,baseline_lancement
120721,2020-01-01,baseline_lancement
120723,2020-01-01,baseline_lancement
120725,2020-01-01,baseline_lancement
120727,2020-01-01,baseline_lancement
120728,2020-01-01,baseline_lancement
120729,2020-01-01,baseline_lancement
120730,2020-01-01,baseline_lancement
120731,2020-01-01,baseline_lancement
120740,2020-01-01,baseline_lancement
120743,2020-01-01,baseline_lancement
120744,2020-01-01,baseline_lancement
120746,2020-01-01,baseline_lancement
120747,2020-01-01,baseline_lancement
120749,2020-01-01,baseline_lancement
120750,2020-01-01,baseline_lancement
120752,2020-01-01,baseline_lancement
120753,2020-01-01,baseline_lancement
120755,2020-01-01,baseline_lancement
12116,2020-01-01,baseline_lancement
12124,2020-01-01,baseline_lancement
12212,2020-01-01,baseline_lancement
12312,2020-01-01,baseline_lancement
12314,2020-01-01,baseline_lancement
12316,2020-01-01,baseline_lancement
12320,2020-01-01,baseline_lancement
127,2020-01-01,baseline_lancement
12708,2020-01-01,baseline_lancement
12710,2020-01-01,baseline_lancement
12712,2020-01-01,baseline_lancement
12714,2020-01-01,baseline_lancement
1328,2020-01-01,baseline_lancement
133.3592,2020-01-01,baseline_lancement
133.3598,2020-01-01,baseline_lancement
134.5183,2020-01-01,baseline_lancement
1348,2020-01-01,baseline_lancement
1356,2020-01-01,baseline_lancement
140111,2020-01-01,baseline_lancement
140117,2020-01-01,baseline_lancement
150,2020-01-01,baseline_lancement
153.1450,2020-01-01,baseline_lancement
153.1452,2020-01-01,baseline_lancement
153.1478,2020-01-01,baseline_lancement
15348_B,2020-01-01,baseline_lancement
15406,2020-01-01,baseline_lancement
15426_1,2020-01-01,baseline_lancement
1552,2020-01-01,baseline_lancement
15569,2020-01-01,baseline_lancement
15569L_1,2020-01-01,baseline_lancement
15570_1,2020-01-01,baseline_lancement
15571,2020-01-01,baseline_lancement
15577_1,2026-08-18,git_reconstruit
15581,2020-01-01,baseline_lancement
15581_1,2020-01-01,baseline_lancement
15585_1,2020-01-01,baseline_lancement
15591,2020-01-01,baseline_lancement
15626A,2020-01-01,baseline_lancement
15626D,2020-01-01,baseline_lancement
15631A_1,2020-01-01,baseline_lancement
15657_DMC,2020-01-01,baseline_lancement
156612,2020-01-01,baseline_lancement
15678,2020-01-01,baseline_lancement
15680,2020-01-01,baseline_lancement
15681L_1,2020-01-01,baseline_lancement
15689,2020-01-01,baseline_lancement
15689_1,2026-08-18,git_reconstruit
15691_1,2020-01-01,baseline_lancement
15693_22,2020-01-01,baseline_lancement
15694_22,2020-01-01,baseline_lancement
15696_22,2020-01-01,baseline_lancement
15701,2020-01-01,baseline_lancement
15704,2020-01-01,baseline_lancement
15708C_1,2020-01-01,baseline_lancement
15708D_1,2020-01-01,baseline_lancement
15716D_1,2020-01-01,baseline_lancement
15727_22,2020-01-01,baseline_lancement
15728_22,2020-01-01,baseline_lancement
15729_22,2020-01-01,baseline_lancement
15732_DMC,2020-01-01,baseline_lancement
15733_DMC,2020-01-01,baseline_lancement
15735L_F22,2020-01-01,baseline_lancement
15736_22,2020-01-01,baseline_lancement
15737_22,2020-01-01,baseline_lancement
15738_22,2020-01-01,baseline_lancement
15742A_1,2020-01-01,baseline_lancement
15742B_1,2020-01-01,baseline_lancement
15742C_1,2020-01-01,baseline_lancement
15742D_1,2020-01-01,baseline_lancement
15743C_1,2020-01-01,baseline_lancement
15743D,2020-01-01,baseline_lancement
15744B_1,2020-01-01,baseline_lancement
15744C_1,2020-01-01,baseline_lancement
15744_1,2020-01-01,baseline_lancement
15747B_1,2020-01-01,baseline_lancement
15748B_22,2020-01-01,baseline_lancement
15754_1,2020-01-01,baseline_lancement
15756_1,2020-01-01,baseline_lancement
15761A_1,2020-01-01,baseline_lancement
15761B_1,2020-01-01,baseline_lancement
15761C_1,2020-01-01,baseline_lancement
15762C_1,2020-01-01,baseline_lancement
15762D_1,2020-01-01,baseline_lancement
15770_1,2026-08-18,git_reconstruit
15771_1,2020-01-01,baseline_lancement
15772_22,2020-01-01,baseline_lancement
15773_22,2020-01-01,baseline_lancement
15774_22,2020-01-01,baseline_lancement
15775_22,2020-01-01,baseline_lancement
15776_22,2020-01-01,baseline_lancement
15777_22,2020-01-01,baseline_lancement
15803_1,2020-01-01,baseline_lancement
15810_1,2020-01-01,baseline_lancement
15811_1,2020-01-01,baseline_lancement
15814_1,2020-01-01,baseline_lancement
15823_1,2020-01-01,baseline_lancement
15824_1,2020-01-01,baseline_lancement
15825_1,2020-01-01,baseline_lancement
15826_1,2020-01-01,baseline_lancement
15830_1,2020-01-01,baseline_lancement
15847_1,2020-01-01,baseline_lancement
15849_1,2020-01-01,baseline_lancement
15851_1,2020-01-01,baseline_lancement
15865_1,2020-01-01,baseline_lancement
15866_1,2026-08-18,git_reconstruit
15872_22,2020-01-01,baseline_lancement
15873_22,2020-01-01,baseline_lancement
15874_22,2020-01-01,baseline_lancement
15875_1,2020-01-01,baseline_lancement
15876_1,2020-01-01,baseline_lancement
15883_1,2026-08-18,git_reconstruit
15890_1,2020-01-01,baseline_lancement
15892_22,2020-01-01,baseline_lancement
15893_1,2020-01-01,baseline_lancement
15895_1,2020-01-01,baseline_lancement
15896_1,2020-01-01,baseline_lancement
15905_1,2026-08-18,git_reconstruit
15911_1,2020-01-01,baseline_lancement
15918_1,2020-01-01,baseline_lancement
15921_1,2020-01-01,baseline_lancement
15929_1,2020-01-01,baseline_lancement
15930_1,2026-08-18,git_reconstruit
15931_1,2026-08-18,git_reconstruit
15933_1,2020-01-01,baseline_lancement
15934_1,2020-01-01,baseline_lancement
1595_15MM,2020-01-01,baseline_lancement
16.2926.6,2020-01-01,baseline_lancement
16.2938.9,2020-01-01,baseline_lancement
1636_16,2020-01-01,baseline_lancement
167205,2020-01-01,baseline_lancement
167243,2020-01-01,baseline_lancement
17002_22,2020-01-01,baseline_lancement
17003_22,2020-01-01,baseline_lancement
1763_1,2020-01-01,baseline_lancement
1765,2020-01-01,baseline_lancement
18045,2020-01-01,baseline_lancement
18046,2020-01-01,baseline_lancement
18047,2020-01-01,baseline_lancement
18048,2020-01-01,baseline_lancement
18049,2020-01-01,baseline_lancement
18050,2020-01-01,baseline_lancement
1806,2020-01-01,baseline_lancement
18095,2020-01-01,baseline_lancement
18099,2020-01-01,baseline_lancement
1818,2020-01-01,baseline_lancement
18198,2020-01-01,baseline_lancement
1820_02,2020-01-01,baseline_lancement
1822_5,2020-01-01,baseline_lancement
18247,2020-01-01,baseline_lancement
18248,2020-01-01,baseline_lancement
18249,2020-01-01,baseline_lancement
1828,2020-01-01,baseline_lancement
186592,2020-01-01,baseline_lancement
187384,2020-01-01,baseline_lancement
18995.55.92,2020-01-01,baseline_lancement
1952,2020-01-01,baseline_lancement
19598,2020-01-01,baseline_lancement
19649,2020-01-01,baseline_lancement
1969.5019,2020-01-01,baseline_lancement
1969.5020,2020-01-01,baseline_lancement
19746,2020-01-01,baseline_lancement
19747,2020-01-01,baseline_lancement
19898,2020-01-01,baseline_lancement
19948,2020-01-01,baseline_lancement
20006-02,2020-01-01,baseline_lancement
20007-02,2020-01-01,baseline_lancement
20034-02,2020-01-01,baseline_lancement
20035-02,2020-01-01,baseline_lancement
20037-02,2020-01-01,baseline_lancement
20043-01,2020-01-01,baseline_lancement
20043-02,2020-01-01,baseline_lancement
20047-01,2020-01-01,baseline_lancement
20048-02,2020-01-01,baseline_lancement
20050-01,2020-01-01,baseline_lancement
20050-02,2020-01-01,baseline_lancement
20055-01,2020-01-01,baseline_lancement
20056-02,2020-01-01,baseline_lancement
20057-02,2020-01-01,baseline_lancement
202B,2020-01-01,baseline_lancement
2045708,2020-01-01,baseline_lancement
210816,2020-01-01,baseline_lancement
210826,2020-01-01,baseline_lancement
210829,2020-01-01,baseline_lancement
210841,2020-01-01,baseline_lancement
2171129,2020-01-01,baseline_lancement
2183104,2020-01-01,baseline_lancement
2183105,2020-01-01,baseline_lancement
2189018,2020-01-01,baseline_lancement
2189029,2020-01-01,baseline_lancement
21Q8040D,2020-01-01,baseline_lancement
220,2020-01-01,baseline_lancement
220299001,2020-01-01,baseline_lancement
220859001,2020-01-01,baseline_lancement
221,2020-01-01,baseline_lancement
222,2020-01-01,baseline_lancement
22291,2020-01-01,baseline_lancement
223,2020-01-01,baseline_lancement
2239021,2020-01-01,baseline_lancement
22399,2020-01-01,baseline_lancement
226883,2020-01-01,baseline_lancement
226906,2020-01-01,baseline_lancement
2286902,2020-01-01,baseline_lancement
2287148,2020-01-01,baseline_lancement
23057,2020-01-01,baseline_lancement
23058,2020-01-01,baseline_lancement
23069,2020-01-01,baseline_lancement
23090,2020-01-01,baseline_lancement
231559001,2020-01-01,baseline_lancement
231599001,2020-01-01,baseline_lancement
232,2020-01-01,baseline_lancement
2344475,2020-01-01,baseline_lancement
236790,2020-01-01,baseline_lancement
236806,2020-01-01,baseline_lancement
236813,2020-01-01,baseline_lancement
236868,2020-01-01,baseline_lancement
236875,2020-01-01,baseline_lancement
23904,2020-01-01,baseline_lancement
24214,2020-01-01,baseline_lancement
24318,2020-01-01,baseline_lancement
24360,2020-01-01,baseline_lancement
250091,2020-01-01,baseline_lancement
2504,2020-01-01,baseline_lancement
2505,2020-01-01,baseline_lancement
2511419,2020-01-01,baseline_lancement
2511423,2020-01-01,baseline_lancement
2511429,2020-01-01,baseline_lancement
25122,2020-01-01,baseline_lancement
25158.03,2020-01-01,baseline_lancement
25197.07,2020-01-01,baseline_lancement
25197.15,2020-01-01,baseline_lancement
25197.25,2020-01-01,baseline_lancement
25197.38,2020-01-01,baseline_lancement
25279.10,2020-01-01,baseline_lancement
25280.03,2020-01-01,baseline_lancement
25280.05,2020-01-01,baseline_lancement
25281.04,2020-01-01,baseline_lancement
253.MET.ZOO,2020-01-01,baseline_lancement
25716,2020-01-01,baseline_lancement
25721,2020-01-01,baseline_lancement
25723,2020-01-01,baseline_lancement
25724,2020-01-01,baseline_lancement
25726,2020-01-01,baseline_lancement
25732,2020-01-01,baseline_lancement
25821,2020-01-01,baseline_lancement
2591,2020-01-01,baseline_lancement
2600051,2020-01-01,baseline_lancement
260023_S,2020-01-01,baseline_lancement
260026_S,2020-01-01,baseline_lancement
260027_S,2020-01-01,baseline_lancement
260032,2020-01-01,baseline_lancement
260033_S,2020-01-01,baseline_lancement
260036_S,2020-01-01,baseline_lancement
260037_S,2020-01-01,baseline_lancement
260038,2020-01-01,baseline_lancement
260039,2020-01-01,baseline_lancement
260040,2020-01-01,baseline_lancement
260041,2020-01-01,baseline_lancement
260042,2020-01-01,baseline_lancement
260043,2020-01-01,baseline_lancement
260044_S,2020-01-01,baseline_lancement
260045_S,2020-01-01,baseline_lancement
260046_S,2020-01-01,baseline_lancement
260047_S,2020-01-01,baseline_lancement
260048,2020-01-01,baseline_lancement
260049,2020-01-01,baseline_lancement
260050,2020-01-01,baseline_lancement
26098,2020-01-01,baseline_lancement
26192,2020-01-01,baseline_lancement
26598,2020-01-01,baseline_lancement
26661,2020-01-01,baseline_lancement
26703,2020-01-01,baseline_lancement
26707,2020-01-01,baseline_lancement
269,2020-01-01,baseline_lancement
27122,2020-01-01,baseline_lancement
27125,2020-01-01,baseline_lancement
27129,2020-01-01,baseline_lancement
27132,2020-01-01,baseline_lancement
27134,2020-01-01,baseline_lancement
27142,2020-01-01,baseline_lancement
27143,2020-01-01,baseline_lancement
2744_50,2020-01-01,baseline_lancement
2812151,2020-01-01,baseline_lancement
2823,2020-01-01,baseline_lancement
300.84,2020-01-01,baseline_lancement
307427,2020-01-01,baseline_lancement
310184,2020-01-01,baseline_lancement
310793,2020-01-01,baseline_lancement
311066,2020-01-01,baseline_lancement
320,2020-01-01,baseline_lancement
320005,2020-01-01,baseline_lancement
320006,2020-01-01,baseline_lancement
320006_S,2020-01-01,baseline_lancement
320010,2020-01-01,baseline_lancement
320011,2020-01-01,baseline_lancement
320012,2020-01-01,baseline_lancement
320013,2020-01-01,baseline_lancement
320026,2020-01-01,baseline_lancement
320028,2020-01-01,baseline_lancement
320029,2020-01-01,baseline_lancement
320030,2020-01-01,baseline_lancement
320031,2020-01-01,baseline_lancement
320032,2020-01-01,baseline_lancement
320033,2020-01-01,baseline_lancement
320034,2020-01-01,baseline_lancement
320035,2020-01-01,baseline_lancement
320036,2020-01-01,baseline_lancement
320037,2020-01-01,baseline_lancement
320311,2020-01-01,baseline_lancement
3209366,2020-01-01,baseline_lancement
321,2020-01-01,baseline_lancement
321051,2020-01-01,baseline_lancement
321052,2020-01-01,baseline_lancement
321053,2020-01-01,baseline_lancement
321063,2020-01-01,baseline_lancement
321073,2020-01-01,baseline_lancement
321074,2020-01-01,baseline_lancement
321075,2020-01-01,baseline_lancement
321076,2020-01-01,baseline_lancement
321079,2020-01-01,baseline_lancement
321080,2020-01-01,baseline_lancement
322,2020-01-01,baseline_lancement
323,2020-01-01,baseline_lancement
3399_20,2020-01-01,baseline_lancement
3399_38,2020-01-01,baseline_lancement
34.4378.1,2020-01-01,baseline_lancement
35,2020-01-01,baseline_lancement
350032_15,2020-01-01,baseline_lancement
350032_23,2020-01-01,baseline_lancement
350032_38,2020-01-01,baseline_lancement
350032_9,2020-01-01,baseline_lancement
35284,2020-01-01,baseline_lancement
35285,2020-01-01,baseline_lancement
35286,2020-01-01,baseline_lancement
35642,2020-01-01,baseline_lancement
3680066,2020-01-01,baseline_lancement
38005,2020-01-01,baseline_lancement
38009,2020-01-01,baseline_lancement
38018.001,2020-01-01,baseline_lancement
38114.80.15,2020-01-01,baseline_lancement
38200.15.01,2020-01-01,baseline_lancement
38201.15.03,2020-01-01,baseline_lancement
38201.22.01,2020-01-01,baseline_lancement
383200.002,2020-01-01,baseline_lancement
383200.003,2020-01-01,baseline_lancement
383200.005,2020-01-01,baseline_lancement
383335.001,2020-01-01,baseline_lancement
383335.002,2020-01-01,baseline_lancement
383359.001,2020-01-01,baseline_lancement
383359.003,2020-01-01,baseline_lancement
3849979,2020-01-01,baseline_lancement
3872,2020-01-01,baseline_lancement
3872T,2020-01-01,baseline_lancement
3888,2020-01-01,baseline_lancement
389004,2020-01-01,baseline_lancement
390007,2020-01-01,baseline_lancement
390009_15,2020-01-01,baseline_lancement
390009_20,2020-01-01,baseline_lancement
390009_25,2020-01-01,baseline_lancement
390009_30,2020-01-01,baseline_lancement
390009_50,2020-01-01,baseline_lancement
390740,2020-01-01,baseline_lancement
393030,2020-01-01,baseline_lancement
393060,2020-01-01,baseline_lancement
393080,2020-01-01,baseline_lancement
393081,2020-01-01,baseline_lancement
393950,2020-01-01,baseline_lancement
400023.010,2020-01-01,baseline_lancement
400027.011,2020-01-01,baseline_lancement
4018_2,2020-01-01,baseline_lancement
403160,2020-01-01,baseline_lancement
4049,2020-01-01,baseline_lancement
405,2020-01-01,baseline_lancement
410,2020-01-01,baseline_lancement
410552,2020-01-01,baseline_lancement
4173320,2020-01-01,baseline_lancement
420,2020-01-01,baseline_lancement
420001,2020-01-01,baseline_lancement
420003,2020-01-01,baseline_lancement
420004,2020-01-01,baseline_lancement
420008,2020-01-01,baseline_lancement
420009,2020-01-01,baseline_lancement
420010,2020-01-01,baseline_lancement
420011,2020-01-01,baseline_lancement
420013,2020-01-01,baseline_lancement
420014,2020-01-01,baseline_lancement
420016,2020-01-01,baseline_lancement
420017,2020-01-01,baseline_lancement
420021,2020-01-01,baseline_lancement
420022,2020-01-01,baseline_lancement
420023,2020-01-01,baseline_lancement
420024,2020-01-01,baseline_lancement
420026,2020-01-01,baseline_lancement
420031,2020-01-01,baseline_lancement
420033,2020-01-01,baseline_lancement
420035,2020-01-01,baseline_lancement
420037,2020-01-01,baseline_lancement
420042,2020-01-01,baseline_lancement
420045,2020-01-01,baseline_lancement
420046,2020-01-01,baseline_lancement
420050,2020-01-01,baseline_lancement
420058,2020-01-01,baseline_lancement
420059,2020-01-01,baseline_lancement
420066,2020-01-01,baseline_lancement
420067,2020-01-01,baseline_lancement
420068,2020-01-01,baseline_lancement
420069,2020-01-01,baseline_lancement
420380,2020-01-01,baseline_lancement
420682,2020-01-01,baseline_lancement
420683,2020-01-01,baseline_lancement
420684,2020-01-01,baseline_lancement
420685,2020-01-01,baseline_lancement
420686,2020-01-01,baseline_lancement
420687,2020-01-01,baseline_lancement
420689,2020-01-01,baseline_lancement
420691,2020-01-01,baseline_lancement
420692,2020-01-01,baseline_lancement
420824,2020-01-01,baseline_lancement
420826,2020-01-01,baseline_lancement
420828,2020-01-01,baseline_lancement
420829,2020-01-01,baseline_lancement
420830,2020-01-01,baseline_lancement
420832,2020-01-01,baseline_lancement
420834,2020-01-01,baseline_lancement
420835,2020-01-01,baseline_lancement
420836,2020-01-01,baseline_lancement
420837,2020-01-01,baseline_lancement
420838,2020-01-01,baseline_lancement
421,2020-01-01,baseline_lancement
4304,2020-01-01,baseline_lancement
43912,2020-01-01,baseline_lancement
4402,2020-01-01,baseline_lancement
442142,2020-01-01,baseline_lancement
442143,2020-01-01,baseline_lancement
442144,2020-01-01,baseline_lancement
442145,2020-01-01,baseline_lancement
442146,2020-01-01,baseline_lancement
4434,2020-01-01,baseline_lancement
4441,2020-01-01,baseline_lancement
4457,2020-01-01,baseline_lancement
4587,2020-01-01,baseline_lancement
460000,2020-01-01,baseline_lancement
460001,2020-01-01,baseline_lancement
460002,2020-01-01,baseline_lancement
460003,2020-01-01,baseline_lancement
460004,2020-01-01,baseline_lancement
460005,2020-01-01,baseline_lancement
460006,2020-01-01,baseline_lancement
460008,2020-01-01,baseline_lancement
460009,2026-08-31,git_reconstruit
460268,2020-01-01,baseline_lancement
463496,2020-01-01,baseline_lancement
468,2020-01-01,baseline_lancement
46898,2020-01-01,baseline_lancement
470.15,2020-01-01,baseline_lancement
4731.1.5,2020-01-01,baseline_lancement
4731.1.5.02,2020-01-01,baseline_lancement
4731.2.3,2020-01-01,baseline_lancement
4731.2.3.02,2020-01-01,baseline_lancement
4731.3,2020-01-01,baseline_lancement
4731.3.02,2020-01-01,baseline_lancement
4752.20,2020-01-01,baseline_lancement
4752.25,2020-01-01,baseline_lancement
4752.25.02,2020-01-01,baseline_lancement
4770.20,2020-01-01,baseline_lancement
4771.30,2020-01-01,baseline_lancement
4771_25,2020-01-01,baseline_lancement
4772.60,2020-01-01,baseline_lancement
4778,2020-01-01,baseline_lancement
4800.12,2020-01-01,baseline_lancement
4800.14,2020-01-01,baseline_lancement
4800.16,2020-01-01,baseline_lancement
480001,2020-01-01,baseline_lancement
480002,2020-01-01,baseline_lancement
480008,2020-01-01,baseline_lancement
480010,2020-01-01,baseline_lancement
480012,2020-01-01,baseline_lancement
480015,2020-01-01,baseline_lancement
480018,2020-01-01,baseline_lancement
480025,2020-01-01,baseline_lancement
480031,2020-01-01,baseline_lancement
480032,2020-01-01,baseline_lancement
480036,2020-01-01,baseline_lancement
480037,2020-01-01,baseline_lancement
480041,2020-01-01,baseline_lancement
